BlockNumber PriceFeedValue waveValue OriginalAssetValue: 22.22583
84.0 12.48751 -0.4381533
85.0 12.842887 -0.4221639
86.0 13.235295 -0.4045084
87.0 13.663184 -0.38525653
88.0 14.1248665 -0.3644842
89.0 14.618519 -0.3422734
90.0 15.142195 -0.31871185
91.0 15.693826 -0.29389247
92.0 16.271236 -0.26791322
93.0 16.872147 -0.24087664
94.0 17.494186 -0.21288943
95.0 18.1349 -0.18406205
96.0 18.791756 -0.15450825
97.0 19.462166 -0.12434468
98.0 20.143478 -9.369061e-2
99.0 20.833014 -6.266656e-2
100.0 21.528046 -3.1395186e-2
101.0 22.22583 0.0
102.0 22.923615 3.139523e-2
103.0 23.618647 6.266656e-2
104.0 24.308182 9.3690574e-2
105.0 24.989498 0.12434483
106.0 25.659906 0.15450835
107.0 26.316763 0.18406211
108.0 26.957483 0.2128898
109.0 27.579521 0.24087696
110.0 28.180431 0.26791352
111.0 28.75784 0.29389268
112.0 29.309471 0.31871206
113.0 29.833145 0.34227356
114.0 30.326797 0.36448434
115.0 30.788479 0.3852566
116.0 31.216366 0.40450847
117.0 31.608772 0.4221639
118.0 31.96415 0.4381533
119.0 32.281094 0.45241347
120.0 32.558357 0.4648883
121.0 32.79484 0.4755283
122.0 32.989613 0.4842916
123.0 33.141907 0.49114364
124.0 33.251118 0.49605736
125.0 33.31682 0.49901336
126.0 33.338745 0.5
127.0 33.31682 0.49901336
128.0 33.251118 0.49605736
129.0 33.141907 0.49114364
130.0 32.989613 0.48429158
131.0 32.79484 0.4755283
132.0 32.558357 0.4648883
133.0 32.281094 0.45241344
134.0 31.96415 0.43815324
135.0 31.608772 0.42216384
136.0 31.216366 0.40450838
137.0 30.788477 0.38525656
138.0 30.326794 0.36448422
139.0 29.833143 0.34227353
140.0 29.309467 0.31871197
141.0 28.75784 0.29389268
142.0 28.18043 0.26791346
143.0 27.57952 0.24087688
144.0 26.95748 0.21288969
145.0 26.316761 0.18406197
146.0 25.659904 0.1545083
147.0 24.989494 0.12434472
148.0 24.308178 9.369042e-2
149.0 23.618645 6.266648e-2
150.0 22.923615 3.139523e-2
151.0 22.225828 -4.371139e-8
152.0 21.528044 -3.1395316e-2
153.0 20.833012 -6.2666684e-2
154.0 20.143478 -9.369062e-2
155.0 19.462162 -0.12434492
156.0 18.79175 -0.15450849
157.0 18.134895 -0.18406217
158.0 17.494175 -0.21288988
159.0 16.872137 -0.24087706
160.0 16.271229 -0.26791352
161.0 15.693819 -0.29389277
162.0 15.14219 -0.31871206
163.0 14.618515 -0.34227362
164.0 14.124863 -0.36448437
165.0 13.66318 -0.38525668
166.0 13.2352915 -0.40450856
167.0 12.842884 -0.42216402
168.0 12.48751 -0.4381533
169.0 12.170565 -0.4524135
170.0 11.8933 -0.4648884
171.0 11.6568165 -0.4755284
172.0 11.462047 -0.48429164
173.0 11.309754 -0.49114367
174.0 11.200542 -0.4960574
175.0 11.134844 -0.49901336
176.0 11.112915 -0.5
177.0 11.134844 -0.49901336
178.0 11.200543 -0.49605736
179.0 11.309755 -0.4911436
180.0 11.462049 -0.48429155
181.0 11.656819 -0.4755283
182.0 11.893302 -0.4648883
183.0 12.1705675 -0.45241338
184.0 12.487512 -0.43815318
185.0 12.842887 -0.4221639
186.0 13.235295 -0.4045084
187.0 13.663184 -0.38525653
188.0 14.1248665 -0.3644842
189.0 14.618519 -0.3422734
190.0 15.142195 -0.31871185
191.0 15.693826 -0.29389247
192.0 16.271236 -0.26791322
193.0 16.872143 -0.24087685
194.0 17.49418 -0.21288964
195.0 18.134903 -0.18406183
196.0 18.791761 -0.15450802
197.0 19.462166 -0.12434468
198.0 20.143478 -9.369061e-2
199.0 20.833014 -6.266656e-2
200.0 21.528046 -3.1395186e-2
201.0 22.22583 0.0
202.0 22.923615 3.139523e-2
